Block_Group,NO2_Hospital_Admissions_V,NO2_Asthma_Exacerbation_I,NO2_Asthma_Exacerbation_V,O3_Acute_Respiratory_Symptoms_I,O3_Mortality_V,O3_School_Loss_Days_I,O3_School_Loss_Days_V,PM25_Acute_Respiratory_Symptoms_I,PM25_Mortality_V,PM25_Work_Loss_Days_I,PM25_Work_Loss_Days_V,SO2_Asthma_Exacerbation_I,SO2_Asthma_Exacerbation_V,SO2_Hospital_Admissions_V
420035513002,256.197779159,1.79717696043,151.082252701,2.23740483169,13953.3810608,0.710778766839,69.7914967944,2.1831930866,90714.5377791,0.367202405554,61.6867655017,0.493117324118,38.7733282173,208.889856087
420035519001,63.7778642452,0.443216118496,37.0863618406,0.622840473315,3711.2208505,0.161611758781,15.8686880801,0.607898831731,21342.1870118,0.102245612042,17.1763610429,0.133254295833,10.4776537323,53.1559758751
420035519002,19.472865691,0.135324192017,11.3233290521,0.19479698465,1172.44038476,0.0501233008476,4.92161605408,0.185605655569,6516.26620229,0.0312179640124,5.24434261961,0.040685636564,3.19907143804,16.2297560626
420035520001,22.0009435751,0.300474358627,25.1941174137,0.221313775817,1440.77650191,0.12123472503,11.9040597672,0.211437616052,7343.84553328,0.035562773497,5.97423229291,0.0868602984499,6.82973951835,19.0743480631
420035520002,26.1512220612,0.357156121478,29.9467591867,0.263062612603,1712.56592307,0.144104556469,14.1496526883,0.251323404862,8729.19539421,0.04227136821,7.10121703662,0.103245706045,8.11810794182,22.6725508462
420035520003,17.2869880882,0.236094267533,19.7959876647,0.169762188767,1094.1089463,0.0937774128274,9.2080212748,0.166134672252,5770.34206838,0.0279430397941,4.69418423493,0.0682494793697,5.36638918673,14.9874493625
420035520004,60.1678876989,0.821733277235,68.9005370177,0.590862460083,3808.07945696,0.326395136903,32.0487980418,0.578236778549,20083.8510319,0.0972565996872,16.3382509691,0.237544388257,18.6778807441,52.1642732401
420035521001,48.0414767217,0.32123382622,26.8060212071,0.26832788371,2394.01566829,0.123824499127,12.1583501582,0.257180723874,14347.1411717,0.0432565406369,7.26671731537,0.101516009478,7.98210945334,39.0163166661
420035521002,35.2677256152,0.235820945037,19.678566632,0.196982166731,1757.47069968,0.0909007956801,8.92556571061,0.188798925888,10532.3789511,0.031755056471,5.33456941565,0.0745239116722,5.85974589545,28.6422659043
420035522001,82.8597066396,0.728623642224,61.180684172,0.886602453981,5195.00533166,0.284432374418,27.9284667323,0.84680510835,29424.1861006,0.142428479977,23.9267284534,0.204774707145,16.101244859,69.7540985218
420035523001,34.2057264454,0.513224324654,43.1447457288,0.333573263438,2229.52743876,0.206144539857,20.2413699749,0.318881352981,11111.1315351,0.0536342848554,9.01008681502,0.140837577979,11.0739278303,29.6395576886
420035523002,35.3255797372,0.530026655993,44.5572514859,0.344494040628,2302.51941703,0.212893457817,20.9040474606,0.329321135145,11474.8962762,0.0553902051849,9.30506594361,0.145448426562,11.436474568,30.6099202477
420035523003,74.1511738731,1.11256769226,93.5291798979,0.723120121308,4833.16958727,0.446880134012,43.8792418818,0.691270997782,24086.7109693,0.116268402842,19.5320662199,0.305307701893,24.006060778,64.2526332309
420035524001,53.5838571785,0.49403297541,41.39025567,0.480264371824,3065.81354246,0.186610473839,18.3233164725,0.470759001186,18312.6153276,0.0791793628941,13.3014346245,0.145053592242,11.4054207607,44.7264876446
